index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
904,0.97,6776.402,6787.213,"It is not an easy process, it is messy, it is difficult, uncomfortable, but it is necessary.",210,,
905,0.97,6787.213,6791.117,"Even as I speak now, I am getting Emails and phone calls from constituents who want us to do more, now.",210,,
906,0.97,6791.117,6794.42,"And other constituents who want us to slow down and think it through, more.",210,,
907,0.97,6794.42,6804.23,"First, we were elected not only to synthesize these points and address the concerns of our constituents, but also to craft thoughtful plans on how to do things better.",210,,
908,0.97,6804.23,6807.634,"We need to apply our own critical thinking and plan ahead, rather than just reacting.",210,,
909,0.97,6807.634,6812.839,I am cautiously optimistic that the legislation today is a prudent mix of all of these goals.,210,,
910,0.97,6812.839,6826.252,"It Leverages the few tools in the Toolbelt of this city Council, to make a down payment towards a bigger, broader discussion, bigger, bolder changes as part of a long, more thoughtful fall budget process.",210,,
911,0.97,6826.252,6836.729,"I think my colleagues, Inc.",210,,
912,0.97,6840.033,6840.867,My comments earlier today.,210,,
913,0.97,6840.867,6844.17,"With my initial comments approved today, what will the impact be on the ground in every neighborhood?",210,,
914,0.97,6844.17,6854.38,How will the chief of police choose to to redeploy the resources and what will be impacted on response times.,210,,
915,0.97,6854.38,6858.885,29% of the time is spent on nonpriority calls.,210,,
916,0.97,6858.885,6861.354,There is an opportunity there for community led solutions.,210,,
917,0.97,6861.354,6882.075,These reports will also make sure we do not Jettison the good work done by our harbor patrol . The reports we are asking for as part of this legislative package can be combined with the planning efforts of our Mayor and police chief as they craft their budget proposal for next year.,210,,
918,0.97,6882.075,6895.121,"These reports and planning documents are an opportunity, a second chance for the city Council to work authentically and Proactively with our Mayor and our chief of police to rethink and revamp public safety and healthy Communites.",210,,
919,0.97,6895.121,6906.733,"With the reductions we are making for 2020 that will likely carry on into 2021, I believe adjustments can be made so that response times do not get worse.",210,,
920,0.97,6906.733,6911.804,"As I talked about earlier today, the remaining officers could respond to fewer types of criminal calls.",210,,
921,0.97,6911.804,6916.509,Fewer types of noncriminal calls.,210,,
922,0.97,6916.509,6923.049,"Council member Strauss detailed this thoroughly, earlier.",210,,
923,0.97,6923.049,6929.055,We also need to recognize we cannot do it all through the budget.,210,,
924,0.97,6929.055,6933.192,"We need to discuss what has not been discussed enough, and that is the need to redo the police Union contract.",210,,
925,0.97,6933.192,6946.873,"This complex contract needs to be Redone to encourage the good police officers to stay in Seattle, to reduce excessive salaries and costs, to fix disciplinary systems so that they no longer impede justice.",210,,
926,0.97,6946.873,6949.375,"We need a good contract, more than good slogans.",210,,
927,0.97,6949.375,6964.891,"Even as the city council partially defines our police Department, we still have a police Department and we still have a police Department as part of a broader public safety strategy that involves more community led solutions.",210,,
928,0.97,6964.891,6973.499,"The police reforms are not enough, reforms are not enough when they are systemic and institutional racism is abound.",210,,
929,0.97,6973.499,6982.175,"Should wait we toss aside police accountability, the offices of Inspector General?",210,,
930,0.97,6982.175,6985.311,"We need both real reforms, and reinvestment.",210,,
931,0.97,6985.311,7004.897,"As we invest tens of millions of dollars, we need more black led organizations at the table from the every day Marchers to urban League, they deserve a seat at the table.",210,,
932,0.97,7004.897,7010.47,We need to make sure the investments are smart and effective and we measure results to show the general public whether we are achieving the positive outcomes we all want.,210,,
933,0.97,7010.47,7011.537,Today's legislative package is not perfect.,210,,
934,0.97,7011.537,7013.039,I do not support ending the navigation team.,210,,
935,0.97,7013.039,7047.74,"That was a team created that had coordinated responses, a team of dedicated city government employees, public servants from our human services Department and parks Department, who have been engaging those experiencing homelessness, and who work for the public health of all city residents by a narrow 5-4 vote the majority of this Councilor took what I believe to be a hasty action without a full replacement plan.",210,,
936,0.97,7047.74,7052.011,"Business improvement areas across the city that represent hundreds of small businesses, that is why thousands of residents are disappointed and concerned.",210,,
937,0.97,7052.011,7054.147,"Even if the navigation team goes away, the challenges of homelessness will not.",210,,
938,0.97,7054.147,7063.756,So I look forward to working with our chair of the Committee on homeless strategies to work together to piece together a strategy.,210,,
939,0.97,7063.756,7076.102,"I do not support suddenly and with little to no analysis, cutting the salary of the first black police chief in the city's history and the diversity that she hand-picked.",210,,
940,0.97,7076.102,7088.614,"Yes, we should take a hard look at excess pay throughout our city government, but I believe it should be more thoughtful and methodical.",210,,
941,0.97,7088.614,7097.056,"But, we are here today, facing a massive deficit, we must Rebalance the budget, we are required by law to do this, just like all appropriation bills and all levels of government, there are items in the bill that each of us might not prefer.",210,,
942,0.97,7097.056,7103.062,"But, the big picture is we need to row together, both the executive and legislative branches, to give the general public confidence that we can function and move forward for their benefit.",210,,
943,0.97,7103.062,7111.704,"Let's approve the budget package today, and resolve the work, collaborated with our Mayor and police Chiefs to solve the problems and make progress for Seattle.",210,,
944,0.97,7111.704,7115.641,Thank you.,211,,
945,0.97,7115.641,7124.817,I thank you Council member Pederson for the summer expect next up is Council member Morales.,212,,
946,0.97,7124.817,7125.952,Who I think is still with us?,212,,
947,0.97,7125.952,7126.719,If she is.,212,,
948,0.97,7126.719,7127.42,"I am, thank you.",213,,
949,0.97,7127.42,7128.354,"Thank you, Council President.",213,,
950,0.97,7128.354,7137.563,"I will be brief, I really just want to take an opportunity to thank a few folks.",213,,
951,0.97,7137.563,7148.04,"I want to start with the central stuff who, as we all know, have responded tremendously over the last several weeks.",213,,
952,0.97,7148.04,7157.283,"From my perspective, they have responded with grace and wisdom to every single inquiry coming from this freshman office and there have been a lot of them.",213,,
953,0.97,7157.283,7162.288,"So, I want to thank Kiersten and Ben, each of your members, for the work that you do.",213,,
954,0.97,7162.288,7171.564,"I also want to thank advocates for community safety, four black lives, for our homeless neighbors, young people, immigrants, and workers.",213,,
955,0.97,7171.564,7188.414,"You know, and I want to thank my staff, Lakisha farmer led an effort with King County equity now and all of the other community safety advocates that we have been working with over the last several weeks.",213,,
956,0.97,7188.414,7204.897,"Devon Silverman who worked closely with service providers, and Alexis, who knows how to ask the right budget questions to get greater transparency in the information that we get, particularly the way it is transmitted from the executive branch.",213,,
957,0.97,7204.897,7214.84,"This team has worked countless hours to serve the people of district 2, and the people of Seattle, and I am very thankful to have them on.",213,,
958,0.97,7214.84,7217.043,That is all I have.,213,,
959,0.97,7217.043,7224.05,"Thank you Council member Morales for those comments, really appreciate it.",214,,
960,0.97,7224.05,7249.709,"Okay folks, so I think we are coming close to an end, I will just quickly, before I give the last word over to the chair of our select budget committee, just say that I also, like Council member Morales, want to express my appreciation for all of the legislative Department staff, central staff, legislative Department, I.T.",214,,
961,0.97,7249.709,7291.017,", and clerks office and of course, every single member of our individual offices, staff, who have been working tirelessly on staffing all of us on these really important issues and engaging in thousands of hours of community, engagement and conversations across the city as we look at how to rise to the occasion of this historic moment that really calls upon us to take a hard look at how we can Re- evaluate how we can deliver public safety services.",214,,
962,0.97,7291.017,7302.395,"And, over the last, you know, few months, many of us have had an opportunity to engage in conversations across the spectrum.",214,,
963,0.97,7302.395,7326.519,"I think Council member Pederson did a fine job of describing where that spectrum is, obviously, there are folks who believe, and we heard it in public testimony even today, who believe fundamentally that we need to continue to expand and grow law enforcement, armed law enforcement, approaches.",214,,
964,0.97,7326.519,7330.356,And there are people on the opposite end of the spectrum who believe we need to abolish the police Department.,214,,
965,0.97,7330.356,7350.643,"As cow members Council members, I believe it is my responsibility to listen to a variety of opinions in this space and to weigh in on what the balance approach might be moving forward.",214,,
966,0.97,7350.643,7384.11,"I recognize that the proposal that we are voting on today is not perfect but it does put us on a Pathway towards having additional community engagement, to have conversations about how we can truly capture Savings and additional investments that we can allocate towards communities who are negatively impacted by over policing and Criminalization and in our city.",214,,
967,0.97,7384.11,7390.916,I think that is an important endeavor for us to undertake.,214,,
968,0.97,7390.916,7422.748,"I think it is going to become harder before it becomes easier . It is clear to me that folks who are nervous about having the Council and the city undergo this effort are many of those folks, I think, are worried about what impact this will have on their public safety, day in and day out.",214,,
969,0.97,7422.748,7434.794,"Of course there are also individuals who believe that continuing to invest in Law- enforcement also carries with it dangerous terms for public safety, in terms of police violence against black community members in particular.",214,,
970,0.97,7434.794,7456.348,"And so, our job here today is to, and always, is to take as much input as we can to synthesize that information, into evaluating strategies and options that lay before us, that we feel represent the broader role of the people that we represent.",214,,
971,0.97,7456.348,7466.892,And I guess what folks are saying now is there is democracy at work.,214,,
972,0.97,7466.892,7500.226,"I hope we will be able to in the coming weeks and months, continue to engage each other in these important conversations, and that we are able to really develop a broad table of Stakeholders who will come together to help us identify clear solutions and strategies for how to meet the public safety needs of the people of Seattle without the need to resort, always the need to resort first to an armed response with a gun.",214,,
973,0.97,7500.226,7510.502,"Even in those--even in those instances in which the activity that is at hand is a nonviolent, noncriminal offense.",214,,
974,0.97,7510.502,7517.877,"So, I am hopeful that we will be able to have this conversation.",214,,
975,0.97,7517.877,7530.556,"I think this is an opportunity for us to continue to engage positively with people across the city, and with the chief and with Mayor Durkan.",214,,
976,0.97,7530.556,7539.832,"I look forward to doing that work in collaboration with all of you colleagues, in this really important moment in time, in our history.",214,,
977,0.97,7539.832,7569.828,"So, I will go ahead and leave it there and just say thank you to my own stuff, Rihanna Thomas, and to all of the staff and all of your offices, as Council President we get to serve in the unique role of having to be able to have the opportunity to engage with each and every one of your offices.",214,,
978,0.97,7569.828,7573.299,I have appreciated the opportunity to learn with you and will work with each of you.,214,,
979,0.97,7573.299,7595.688,"I have a tremendous amount of respect for all of our staff, who have been working really hard at serving the people of Seattle, they do that in the background, and they do it extraordinarily well . and I just want to thank all of them, especially my staff, for all of the work they have been doing.",214,,
980,0.97,7595.688,7603.195,To help me balance home life with the Worklife.,214,,
981,0.97,7603.195,7615.541,"So, with that, being said, I am going to conclude my remarks and I'm going to handed over to Council member Mosqueda to close debate out on this bill, and then we will take a vote.",214,,
982,0.97,7615.541,7624.049,"Thank you very much, Madam President, thank to all of our colleagues for all of your comments.",215,,
983,0.97,7624.049,7627.353,"This Council has done something truly extraordinary, something that has not been done, at least in recent memory.",215,,
984,0.97,7627.353,7636.562,"We have passed and we are on the verge of passing a midyear budget revision, while working remotely, during overlapping health and homelessness and housing crises.",215,,
985,0.97,7636.562,7649.108,"It would have been easy for us to instead of going through this robust process that we engaged in, it would have been easier for us to just Rubberstamp the Mayor's proposed budget.",215,,
986,0.97,7649.108,7652.344,"And Conversely, it would have been easy to vote no and not do the work.",215,,
987,0.97,7652.344,7663.889,"But instead, we are Rollingup our sleeves, we have committed to doing the hard work and we have put forward a comprehensive and robust proposal.",215,,
988,0.97,7663.889,7680.606,"We did not do this over the series of a few hours or a few meetings, instead we worked over the past few months on several budget measures that centered equity, Anti- austerity, transparency and collaboration at the heart of what we have put forward as a comprehensive package to address the crises that are in front of this.",215,,
989,0.97,7680.606,7683.409,And it started with passing just Seattle.,215,,
990,0.97,7683.409,7692.985,"$214 million a year in payroll tax, coming in the form of immediate relief for Covid, and long-term economic stability.",215,,
991,0.97,7692.985,7701.927,We are Replenishing the rainy day and emergency funds with a payroll tax on our largest companies in the highest income.,215,,
992,0.97,7701.927,7716.442,"We are doing this with the knowledge that this is a smart fiscal policy, prevent Flatlining local economy and to support our community and family members.",215,,
993,0.97,7716.442,7721.647,This is how we help stand up and respond to the crisis in front of you.,215,,
994,0.97,7721.647,7735.561,This week we are directing $14 million in community investments including youth focused programs and public safety programs.,215,,
995,0.97,7735.561,7739.064,We will be allocating $3 million for our Participatory budgeting process so that community can better engage with the city.,215,,
996,0.97,7739.064,7747.573,"Specifically the black and Brown community can engage with the city in a directed way, to make sure that our future efforts will craft the 2021, 2022 budget, investments, and investment.",215,,
997,0.97,7747.573,7767.392,"We have done this on the heels of adding tens of millions of dollars to the benefit package to focus on frequency and transit trips, recognizing that we want essential workers to be able to get to their jobs and that we provide essential services across our city.",215,,
998,0.97,7767.392,7783.108,We have done all of these things in a way to help center our families and community members who have been calling in and asking us for an Anti- austerity approach but we have been trying to invest back into the community to respond to this crisis.,215,,
999,0.97,7783.108,7796.622,"The be very clear, all of the steps we have taken have been in alignment with, community, and no one is siding with Jeff Bezos.",215,,
1000,0.97,7796.622,7803.662,"We are recognizing that we will do much, much more when Jumpstart progressive revenue comes into play in just two years.",215,,
1001,0.97,7803.662,7823.248,"At this moment, we will not allow programs to be pitted against each other.",215,,
1002,0.97,7823.248,7833.325,"We Crafted a budget that addresses the Covid crisis, we have made new investments in homeless services and Covid really for families.",215,,
1003,0.97,7833.325,7852.477,"We have made meaningful Downpayments, so following communities calls to Defund Sbd by raising investments in community safety programs and Scaling down our current Sbd budget.",215,,
1004,0.97,7852.477,7862.287,"We put residents values at the forefront of the discussion, we Crafted a midyear budget that LIFTS up Anti-Austerity efforts as we respond to Covid.",215,,
1005,0.97,7862.287,7869.094,"As I mentioned at the beginning of the budget deliberations, the SPD inquest that we started in June has been very helpful.",215,,
1006,0.97,7869.094,7876.902,In finally reckoning that we have much more work to do to invest in community and D vest from an over invested and expanded police budget.,215,,
1007,0.97,7876.902,7894.419,This process and our deep analysis has always been centered on the fact that we cannot do it all in a summer budgeting process.,215,,
1008,0.97,7897.99,7904.296,"We have calls for action in order to be put that into place, to lift up bipartisan communities.",215,,
1009,0.97,7904.296,7914.039,"Local governments have continued to double down on the disproportionate investments of police, jails, courts, prisons, and that is what the status quo has always been.",215,,
1010,0.97,7914.039,7923.815,"The black lives matter movement is not new, but what is new is the way in which we are responding to their calls for action.",215,,
1011,0.97,7923.815,7938.563,"This is our beginning, this is our effort to show that we are taking first and important steps you write historic wrongs to begin that opportunity, and to make it clear today is the first step.",215,,
1012,0.97,7938.563,7963.689,"We have to be real about what is possible . We want to do whatever is possible the cycle, entity it up for what is coming up in the upcoming years.",215,,
1013,0.97,7963.689,7971.763,"This is one step of a larger plan that encompasses the 2021 budget cycle, which starts again in just a few weeks we are ensuring that funding for community organizations is actually being allocated.",215,,
1014,0.97,7971.763,7995.253,Dollars out the door so that organizations can scale up and engage in the process and community led research projects that we know we need in order to make sure that our community remains safe and that especially black and Brown communities are safer when we De-Militarize and reduce the police presence in community--especially communities of color around Seattle.,215,,
1015,0.97,7995.253,8021.346,"We need time to scale up to make sure that those larger volumes of work that community organizations are going to take on occurs, and this is our process, this is our commitment to Scaling up, by investing the money that will go on Monday, it is an effort to scale up organizations who are at the forefront of responding to what communities need to be safe.",215,,
1016,0.97,8021.346,8025.951,"That is housing, food assistance, child care systems, and other strategies that have been led by black and Brown communities that actually invest in safety.",215,,
1017,0.97,8025.951,8036.895,"So today again is one step in the process, it SETS us up for the continuation in the 2021 process which starts in just a few weeks.",215,,
1018,0.97,8036.895,8053.945,"And we will truly be led by the community led research project to help undo centuries of harm, harmful systems that have continued to be funded over the years, and will take time for us to get there but we are acting with urgency today, and setting us on the right path to correct these historic wrongs.",215,,
1019,0.97,8053.945,8071.096,"I hope folks continue to work with us as we are intentional in our efforts to build trust, to be honest about what is possible here today, and to build that process for truly we envision community safety programs and services going forward.",215,,
1020,0.97,8071.096,8081.506,"What is important today is that we have not just said no, what is important is that we have said we will walk with you, we will walk with you and community to Re-Create a truly community led public safety model.",215,,
1021,0.97,8081.506,8093.118,What is important is that we have not just stood in the way were blocked the road.,215,,
1022,0.97,8093.118,8102.894,"They are walking with community, and we are identifying barriers together, we are pointing to those barriers or Blockades and collectively putting the box together to get around them, to get around what has previously been insurmountable, by working Collaboratively with community and with a sense of urgency.",215,,
1023,0.97,8102.894,8139.564,"On Wednesday, you will see us take action on some final votes, including a loan bill, amending efforts to get out the $3 million to community led research projects, to Disaggregate SPD precinct 4 Troll operations, to pass the Covid relief bill that is jump started, and to amend our efforts to make sure there is community relief that is being provided, and not just a veto that stands in the way.",215,,
1024,0.97,8139.564,8140.732,That will happen on Wednesday.,215,,
1025,0.97,8140.732,8145.67,"Again, this is just the first step in a very long process, that has been long overdue.",215,,
1026,0.97,8145.67,8162.387,"So I want to thank the community organizations who have been working with us, to really come up with the strategies and the individuals, obviously, we have talked about King County equity now, and Decriminalize Seattle, everyday March but I want to call out specific names.",215,,
1027,0.97,8162.387,8214.239,"Sean, Isaac, Akita, Andrea Ritchie, from across the country, we have Council member Jeremiah Eliasson, Minneapolis, New York Council member, Austin city Council, we have folks from San Francisco, who provided us with ideas and strategies, supervisors, we have organizations within the city that have been working to lift up how we can identify non% sworn individuals and really invest in making sure that community and the city servants have supports that they need that are not embedded within SPD, so I want to thank individuals like Allison, Floyd Gail, and Lisa, who have been working with us on how to D police or Demilitarized our homelessness response system.",215,,
1028,0.97,8214.239,8228.486,"We have Nicole grant from Mlk labor along with Sean and Penny, who work with the intercity unions who constantly said that they would be willing to help think through the next steps and have provided tremendous feedback.",215,,
1029,0.97,8228.486,8237.128,Especially want to thank the folks a lot of our colleagues have already commented on this.,215,,
1030,0.97,8237.128,8246.638,"Thank you to the people have been working day and night, Shouldering the work and I mean physically their shoulders probably hurt from the amount of work they have been doing over the last few months.",215,,
1031,0.97,8246.638,8256.781,"Central stuff, the clerk's office, we appreciate the central staff team so.",215,,
1032,0.97,8256.781,8283.675,"Allie, Patty, deputy director Dan and Kiersten, we appreciate you.",215,,
1033,0.97,8283.675,8298.59,"We know this is a ton of work and I will be looking forward to hearing your feedback along with all of our counsel about how we can continually improve our process going into the fall but and with that, just a huge amount of appreciation for our teams.",215,,
1034,0.97,8298.59,8305.93,"Some of you have already mentioned, but I want to say thanks of you thanks to you have reached out . not just to my step it directly to me.",215,,
1035,0.97,8305.93,8312.437,Thanks to Cody around.,215,,
1036,0.97,8312.437,8318.41,Lakisha and Alexis and Councilmember Morales's office.,215,,
1037,0.97,8318.41,8348.74,"Jonathan Councilmember, thank you for your effort.",215,,
1038,0.97,8349.307,8356.381,Was always at the forefront of pulling together the analyses and feedback in Queue.,215,,
1039,0.97,8356.381,8375.8,Who let our committee discussions and is going to continue to be shepherding us through the select agent efforts for your ongoing feedback and helpful engagement especially as it relates to the Federal dollars . We greatly appreciate all of your work.,215,,
1040,0.97,8375.8,8380.572,"All of our counsel offices, even the folk that I did not name, I want to say how much I deeply appreciate you.",215,,
1041,0.97,8380.572,8387.812,"And we have set a budget, sent a package was it in front of us that truly reflects our counsel values centered on purity and collaboration.",215,,
1042,0.97,8387.812,8391.015,I just wanted to get those last Nikes in and I will be short going forward.,215,,
1043,0.97,8391.015,8392.183,Thank you very much.,215,,
1044,0.97,8392.183,8403.328,"As I mentioned previously, I promise the public that there would be many many words and thoughts shared with them publicly.",216,,
1045,0.97,8403.328,8407.031,And I have fulfilled that promise.,216,,
1046,0.97,8407.031,8412.437,"So with that being said, I want to thank you all for your ongoing patience.",216,,
1047,0.97,8412.437,8416.007,And engagement on these important issues.,216,,
1048,0.97,8416.007,8427.218,I think it is important that the Council is moving forward in a unified fashion on this issue.,216,,
1049,0.97,8427.218,8430.121,I think this gives us a good place to start the conversation.,216,,
1050,0.97,8430.121,8439.664,And over the next several months and really do appreciate that opportunity to be unified.,216,,
1051,0.97,8439.664,8448.473,So thank you so much for your leadership.,216,,
1052,0.97,8448.473,8451.876,On the issues facing us to the select budget committee.,216,,
1053,0.97,8451.876,8453.945,We will be back at it in about seven weeks.,216,,
1054,0.97,8453.945,8456.08,So here we go.,216,,
1055,0.97,8456.08,8461.486,"Without further Ado, let's go ahead and take a vote.",216,,
1056,0.97,8461.486,8464.589,I am going to go ahead and close out the debate on this particular bill.,216,,
1057,0.97,8464.589,8470.562,So I am not going to ask that the clerk please call the roll of the passage of the bill as amended.,216,,
1058,0.97,8470.562,8473.765,Peterson . a lot.,216,,
1059,0.97,8473.765,8477.602,Strauss . Yes.,216,,
1060,0.97,8477.602,8480.505,Her bolt yes . Lewis.,216,,
1061,0.97,8480.505,8483.508,Yes.,216,,
1062,0.97,8483.508,8491.716,"Morale is, yes . Mosquera yes.",216,,
1063,0.97,8491.716,8498.389,"President Gonzales, yes.",216,,
1064,0.97,8498.389,8499.29,What opposed.,216,,
1065,0.97,8499.29,8502.126,Thank you the bill passes as amended and that you will find.,217,,
1066,0.97,8502.126,8505.33,Please affix my signature to the legislation.,217,,
1067,0.97,8505.33,8518.142,"Okay, will the clerk please read agenda item 11 into the record.",217,,
1068,0.97,8518.142,8527.552,Resolution 31954 relating to the city's annual budget process stating intent that the city will consider one year budget proposal for 2021 only resolution 28885 to the extent inconsistent.,218,,
1069,0.97,8527.552,8534.559,Commands the assisted him be adopted as amended.,218,,
1070,0.97,8534.559,8540.565,You are the sponsor of this resolution and are recognized to address this item.,219,,
1071,0.97,8540.565,8541.366,Was taking manner President.,219,,
1072,0.97,8541.366,8547.272,This moves us toward the goal that I have been asking for since becoming budget chair.,219,,
1073,0.97,8547.272,8551.175,I think it is really important that we look at the details in the proposal that was sent out.,219,,
1074,0.97,8551.175,8559.284,I want to thank Councilmember Herbal for flagging this in our earlier conversations as well.,219,,
1075,0.97,8559.284,8562.987,One important thing that you will see is them is that we have made to resolution 31954.,219,,
1076,0.97,8562.987,8572.196,Each year the Council goes through budget process in even years like this when we endorse a budget for the Audio.,219,,
1077,0.97,8572.196,8574.499,"This provides some guidance, but no concrete stability to departments.",219,,
1078,0.97,8574.499,8599.324,I am really looking forward to making sure that we provide concrete transparent accountable information that can go between branches of government and can be shared with the public to flush out a process in the next few months here that I am hopeful for long- term planning and long-term spirit stability as we seek greater out your forecasting to allow for the Council to deliberate on items in front of us so that we could make sound financial decisions.,219,,
1079,0.97,8599.324,8603.928,"In particular, during this economic downturn that we are in.",219,,
1080,0.97,8603.928,8605.697,Moving toward the shorter budgeting process makes sense.,219,,
1081,0.97,8605.697,8611.769,"To be able to do a truly reflective, to truly reflect economic conditions.",219,,
1082,0.97,8611.769,8624.849,But we also must continue to have biannual budgets and seek further analysis for out year conversations our budgeting to ensure stability and transparency with the public.,219,,
1083,0.97,8624.849,8634.659,Those of the members that we included today I appreciate all your support are looking forward to working with you as we finalize details of what the process will look like.,219,,
1084,0.97,8634.659,8640.531,"We with Becky so much, for that description of this particular resolution.",219,,
1085,0.97,8640.531,8642.033,Are there any other comments on the resolution?,219,,
1086,0.97,8642.033,8644.535,Councilmember Herbal please.,219,,
1087,0.97,8644.535,8646.237,Thank you.,220,,
1088,0.97,8646.237,8652.543,I really appreciate chair Mosqueda for bringing forward the amendment.,220,,
1089,0.97,8652.543,8664.589,"This amendment just my concerns about diversion proposed by the Milton not just establish a one- year process for 2021, but also repeal the resolution that was adopted back in 1994.",220,,
1090,0.97,8664.589,8666.09,To establish a two-year budget process.,220,,
1091,0.97,8666.09,8669.661,A two-year budget process provides counsel and the public greater transparency.,220,,
1092,0.97,8669.661,8673.998,As well as a better opportunity to plan for out years.,220,,
1093,0.97,8673.998,8679.003,So keeping that as the default process makes a lot of sense.,220,,
1094,0.97,8679.003,8692.784,Appreciate the focus on Councilmember Morales is I'm sorry increasing the transparency for the public.,220,,
1095,0.97,8692.784,8696.888,I also want to give a shout out to Sichel staffer Mike soul.,220,,
1096,0.97,8696.888,8701.926,I know he wrote a budget issue paper on this.,220,,
1097,0.97,8701.926,8712.336,And I definitely appreciate it analysis that he did then meet me twice about the mayors resolution.,220,,
1098,0.97,8712.336,8718.643,I lost track of the good work in that budget issue paper.,220,,
1099,0.97,8718.643,8726.35,"And again, I really appreciate the chair bringing it back before us.",220,,
1100,0.97,8726.35,8729.22,Thank you.,220,,
1101,0.97,8729.22,8733.558,Are there any other comments on the resolution?,221,,
1102,0.97,8733.558,8740.465,"All right hearing that we will look for, please call the roll on the adoption of the resolution.",221,,
1103,0.97,8740.465,8757.014,"Peterson, Sawant, Strauss, her bolt, Lewis, morale is, yes.",221,,
1104,0.97,8758.449,8763.154,"Mosqueda, president Gonzales.",221,,
1105,0.97,8763.154,8764.021,In favor not opposed.,221,,
1106,0.97,8764.021,8767.492,Thank you the mayors resolution is adopted.,221,,
1107,0.97,8767.492,8768.893,The chair will sign it.,221,,
1108,0.97,8768.893,8773.998,Clerk please affix my signature to the legislation.,221,,
1109,0.97,8773.998,8777.902,We are going to continue now with new item 12.,221,,
1110,0.97,8777.902,8785.576,So I will I will move to adopt resolution 31962.,221,,
1111,0.97,8785.576,8790.615,Is there a second?,221,,
1112,0.97,8790.615,8797.522,It has been moved and Seconded to adopt resolution 31962.,221,,
1113,0.97,8797.522,8801.225,Councilmember Louis you are the prime sponsor and are recognized in order to address this item.,221,,
1114,0.97,8801.225,8806.33,Thank you Madam chair.,222,,
1115,0.97,8806.33,8829.22,"Having discussed this extensively during briefing and a little bit during the budget committee meeting, I will just say that this is a critical part of the next action this counsel will take on the edited portion of our process of Rightsizing our first response.",222,,
1116,0.97,8829.22,8840.565,This Department of public safety which is envisioned to be created by this resolution and a lot of the other tender parts of this resolution are critical to really laying out a roadmap to show what a successor system can look like.,222,,
1117,0.97,8840.565,8854.579,And how we can put some of these things that are currently done by sworn officers into the responsibility of different types of first responders.,222,,
1118,0.97,8854.579,8856.747,I look forward to continuing this work next year.,222,,
1119,0.97,8856.747,8859.55,And getting a department like this underway.,222,,
1120,0.97,8859.55,8874.565,"I really think it is at the crux of showing to the people of the city who we have been working with throughout this process, really what the future could look like and really challenge the imagination of people in the city to think about the impact of the successor system.",222,,
1121,0.97,8874.565,8883.307,I want to thank Camilla Brown in my office for all the work that she has done in putting this together.,222,,
1122,0.97,8883.307,8893.117,I want to thank central staff for really doing a lot of work Cobbling this together for the last couple of days.,222,,
1123,0.97,8893.117,8895.82,Particularly over the weekend where there were a couple of last-minute changes.,222,,
1124,0.97,8895.82,8904.395,One think Councilmember I want thank Councilmember Herboldt and Councilmember Juarez for a lot of the content.,222,,
1125,0.97,8904.395,8908.299,For that I would just leave it there.,222,,
1126,0.97,8908.299,8913.537,"Actually before we move on, I just realized I did not have clerk read the Nugent item into the record.",223,,
1127,0.97,8913.537,8922.413,So I'm going to ask the clerk to read item 12 into the record and we will continue to take comments.,223,,
1128,0.97,8922.413,8945.503,Policing a public safety to create the civilian led Department of---- to remove certain functions from the Seattle police Department to Rovide funding for a community led process to inform the structure and function of the new Department requesting modifications to policing practices.,224,,
1129,0.97,8945.503,8946.57,Requesting reporting to the Council.,224,,
1130,0.97,8946.57,8956.047,Providing guidance on layoff decisions and establishing a work program and a Timeline for creating a new Department.,224,,
1131,0.97,8956.047,8957.081,Thank you Madam clerk.,225,,
1132,0.97,8957.081,8958.749,Apologize for the procedural oversight.,225,,
1133,0.97,8958.749,8964.455,"Okay, so this motion has been moved and Seconded.",225,,
1134,0.97,8964.455,8966.057,This resolution has been moved and Seconded.,225,,
1135,0.97,8966.057,8970.895,And it is now subject to additional debate.,225,,
1136,0.97,8970.895,8977.802,Councilmember Louis thank you so much for doing the initial comments and description of the resolution.,225,,
1137,0.97,8977.802,8979.904,Colleagues are there any other comments on the resolution?,225,,
1138,0.97,8979.904,8984.909,Councilmember Herboldt.,225,,
1139,0.97,8984.909,8985.309,Thank you.,226,,
1140,0.97,8985.309,8988.512,So we have talked a lot about this resolution over the last several weeks.,226,,
1141,0.97,8988.512,8990.881,I really appreciate Councilmember Lewis is leadership.,226,,
1142,0.97,8990.881,8992.183,And Poposing it.,226,,
1143,0.97,8992.183,9002.827,His willingness to work Collaboratively on crafting a resolution that expresses counsel's intent around rebuilding community safety.,226,,
1144,0.97,9002.827,9011.836,And also appreciate the contributions by Councilmembers or as warriors . Juarez.,226,,
1145,0.97,9011.836,9016.841,We have taken a lot of notes on the 2020 budget in the last week or so.,226,,
1146,0.97,9016.841,9022.413,We have spent a lot of time passing of important details with the help of our central staff and our legislative staff.,226,,
1147,0.97,9022.413,9025.015,Sometimes it is easy to lose the forest for the trees.,226,,
1148,0.97,9025.015,9027.418,Which is why this resolution is so important.,226,,
1149,0.97,9027.418,9033.758,This is our opportunity to begin to lay out counsel's vision for what true community safety can look like in Seattle.,226,,
1150,0.97,9033.758,9040.765,With this resolution . counsel is starting to define our ideas informed by our constituents.,226,,
